"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000278133.1",306.70907187443,0.420484962742462,0.0482465909028365,8.71533003418363,2.89912847308524e-18,1.64740822664896e-17
"ENSG00000278156.2",98.9744709180226,-0.444791011951634,0.0883483015238441,-5.03451684163493,4.79055561198555e-07,1.13016940894412e-06
"ENSG00000278175.4",143.286424663435,-1.08090476770241,0.0720798541825362,-14.9959344391168,7.80563526109592e-51,2.53456815684553e-49
"ENSG00000278192.1",988.19110247078,-3.45583838566634,0.118161080531358,-29.2468414314238,4.92538287812305e-188,9.42266789442257e-185
"ENSG00000278195.2",128.944083291281,0.0968173990366532,0.24951235784719,0.388026468396196,0.697996446272973,0.734266801864484
"ENSG00000278200.1",19.3683202628977,-0.184953570414194,0.113804523651439,-1.62518645551094,0.104122835554416,0.131714124742271
"ENSG00000278206.1",7.85424485620279,0.339770825212909,0.0946367723311544,3.59026218713353,0.00033034550733378,0.000588480004024334
"ENSG00000278212.2",83.3704604100177,-0.38316657182317,0.138795429491489,-2.76065698436177,0.00576852272125963,0.00883972873052248
"ENSG00000278224.7",13.4219148308921,-0.6195568604251,0.10273741471896,-6.03048910778911,1.63464188745122e-09,4.81602589966858e-09
"ENSG00000278231.1",13.9806198456231,0.873536503893851,0.0968826963764498,9.01643468405974,1.94310194822588e-19,1.1936791925454e-18
"ENSG00000278238.1",45.4381703392175,-0.458746388508414,0.0966208452335111,-4.74790287126682,2.05536693550104e-06,4.58374380593525e-06
"ENSG00000278259.4",784.458262764904,0.207498604806068,0.066931273848427,3.10017414693124,0.00193406892048739,0.00314695727603864
"ENSG00000278266.1",98.9736478403215,-0.124742844336895,0.143950001776469,-0.86657063423035,0.386177309253265,0.434326498556104
"ENSG00000278291.1",95.3362324692196,0.14390252046158,0.110467299251782,1.30267075810001,0.192687189380936,0.230860592172546
"ENSG00000278311.5",3455.0664107228,-0.0500667524349787,0.0235550860999378,-2.12551770019261,0.0335434387272052,0.0461028990516942
"ENSG00000278318.5",610.081027243776,0.285080430782419,0.0800163964986169,3.56277517180302,0.000366954938124144,0.000650014237231172
"ENSG00000278330.1",9.00924156470165,1.22069367291848,0.117169313057957,10.4182028643854,2.04786099055328e-25,1.84943921164955e-24
"ENSG00000278338.4",14.8550541086849,-0.512422498617644,0.0906128053500014,-5.65507818280604,1.55775347820674e-08,4.19192903518838e-08
"ENSG00000278341.1",10.901477485483,-0.0677083523406454,0.104647790833518,-0.647011769683332,0.51762432613476,0.563794736208933
"ENSG00000278344.1",9.7438957303184,-0.333635919510723,0.0807416534595783,-4.13214128290983,3.59399388550885e-05,7.07731322950993e-05
"ENSG00000278356.1",18.4892748655227,0.143102047903968,0.0922083992077324,1.55194157076276,0.120676204875548,0.150915925005609
"ENSG00000278376.1",206.890851293036,-0.588288743778786,0.0811708132952179,-7.24754033989018,4.24408071092669e-13,1.66663292645816e-12
"ENSG00000278383.1",25.2181294006208,0.586963947525695,0.105835946684851,5.54597909227861,2.92313756302928e-08,7.69216747300127e-08
"ENSG00000278389.1",11.5812431449935,0.849985978029979,0.107903513937153,7.87727801455143,3.34589890320976e-15,1.52798490393846e-14
"ENSG00000278390.5",31.0803208592242,0.0914095897761239,0.0591960680380896,1.54418347038365,0.122543892074583,0.153084841397192
"ENSG00000278396.1",22.8810820419516,-0.0789841487480316,0.0739391743040196,-1.06823141442273,0.285416137524084,0.330606905955921
"ENSG00000278434.1",15.7703967265792,-0.549445570276934,0.106898377368746,-5.13988690755914,2.7490387675883e-07,6.61943391939634e-07
"ENSG00000278472.1",5.31386072851205,0.488931034645473,0.122446458809711,3.99301898477357,6.52373430297006e-05,0.000125274252106469
"ENSG00000278492.1",23.2988349181173,0.0780838758339875,0.0717315269722822,1.08855727920249,0.276349164527942,0.321011373276728
"ENSG00000278535.5",596.881347121155,0.32437993721052,0.0593562998697807,5.46496223521621,4.63005364392641e-08,1.19630997753088e-07
"ENSG00000278540.5",7257.56673230206,-0.372895955596194,0.0546959543455352,-6.81761494169144,9.25643396525534e-12,3.28998226568148e-11
"ENSG00000278570.5",13.6776351865104,-0.0357126128562257,0.0834682926735963,-0.427858432373599,0.668754192047944,0.707199317649116
"ENSG00000278576.1",86.8322525927734,-0.371825193393765,0.0870649269641658,-4.27066565560666,1.94890396766712e-05,3.94263203963113e-05
"ENSG00000278600.1",195.820740967017,0.0852185597131532,0.082789318912366,1.02934244214955,0.303318785864817,0.34926969484177
"ENSG00000278601.1",9.57150924032377,-0.560190511011657,0.0975172123557064,-5.74452958077073,9.2176881483818e-09,2.53183138098111e-08
"ENSG00000278611.2",285.035028874807,-0.436992031493398,0.0795845959811684,-5.49091223126646,3.99863037021787e-08,1.03995193620813e-07
"ENSG00000278616.1",54.4871415953016,-0.754282813904652,0.0990019537291883,-7.6188679666659,2.55910057670286e-14,1.10141117246658e-13
